severity,group,code,recipe_no,recipe_id,title,line_index,food_id,message,evidence,recommendation
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,24,r024_frittata_s_brokkoli_zelenym_lukom_i_fetoy,"Фриттата с брокколи, зеленым луком и фетой",10,feta,`feta` is in ingredients but not found in instructions by known aliases,"фета — 10 г, раскрошить",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,25,r025_ovoschnaya_frittata_s_kozim_syrom_i_zelenyy_lukom,Овощная фриттата с козьим сыром и зеленый луком,2,milk,`milk` is in ingredients but not found in instructions by known aliases,"жирные сливки или цельное молоко — 5,62 мл",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,25,r025_ovoschnaya_frittata_s_kozim_syrom_i_zelenyy_lukom,Овощная фриттата с козьим сыром и зеленый луком,9,goat_cheese,`goat_cheese` is in ingredients but not found in instructions by known aliases,"козий сыр — 14,4 г, раскрошить",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,25,r025_ovoschnaya_frittata_s_kozim_syrom_i_zelenyy_lukom,Овощная фриттата с козьим сыром и зеленый луком,10,green_onion,`green_onion` is in ingredients but not found in instructions by known aliases,"зеленый лук — 1,25 г, нарезать",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,28,r028_zapechennye_yaytsa_so_shpinatom_kanadskim_bekonom_i_ch,"Запеченные яйца со шпинатом, канадским беконом и чеддером",7,egg,`egg` is in ingredients but not found in instructions by known aliases,яйца — 1 шт.,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,28,r028_zapechennye_yaytsa_so_shpinatom_kanadskim_bekonom_i_ch,"Запеченные яйца со шпинатом, канадским беконом и чеддером",8,cream,`cream` is in ingredients but not found in instructions by known aliases,жирные сливки — 15 мл,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,31,r031_amerikanskie_pankeyki,Американские панкейки,1,wheat_flour,`wheat_flour` is in ingredients but not found in instructions by known aliases,пшеничная мука — 50 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,31,r031_amerikanskie_pankeyki,Американские панкейки,9,maple_syrup,`maple_syrup` is in ingredients but not found in instructions by known aliases,кленовый сироп — 15 мл,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,32,r032_ovsyanye_pankeyki_v_blendere,Овсяные панкейки в блендере,11,berries,`berries` is in ingredients but not found in instructions by known aliases,свежие ягоды или нарезанные фрукты — 60 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,33,r033_mini_pankeyki_s_koritsey_v_stile_sopapilya,Мини-панкейки с корицей в стиле сопапилья,1,wheat_flour,`wheat_flour` is in ingredients but not found in instructions by known aliases,"пшеничная мука — 12,5 г",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,34,r034_pankeyki_na_protivne_s_chetyrmya_toppingami,Панкейки на противне с четырьмя топпингами,1,wheat_flour,`wheat_flour` is in ingredients but not found in instructions by known aliases,"белая цельнозерновая мука — 13,3 г",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,34,r034_pankeyki_na_protivne_s_chetyrmya_toppingami,Панкейки на противне с четырьмя топпингами,2,wheat_flour,`wheat_flour` is in ingredients but not found in instructions by known aliases,"пшеничная мука — 13,8 г",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,35,r035_klassicheskie_vafli,Классические вафли,1,wheat_flour,`wheat_flour` is in ingredients but not found in instructions by known aliases,пшеничная мука — 50 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,36,r036_prostye_tselnozernovye_pankeyki_s_chernikoy,Простые цельнозерновые панкейки с черникой,1,wheat_flour,`wheat_flour` is in ingredients but not found in instructions by known aliases,цельнозерновая пшеничная мука — 50 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,36,r036_prostye_tselnozernovye_pankeyki_s_chernikoy,Простые цельнозерновые панкейки с черникой,8,honey,`honey` is in ingredients but not found in instructions by known aliases,мед — 5 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,37,r037_bazovye_krepy,Базовые крепы,2,milk,`milk` is in ingredients but not found in instructions by known aliases,молоко — 30 мл,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,37,r037_bazovye_krepy,Базовые крепы,5,wheat_flour,`wheat_flour` is in ingredients but not found in instructions by known aliases,"пшеничная мука — 31,2 г",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,38,r038_gollandskiy_blin_iz_duhovki,Голландский блин из духовки,3,wheat_flour,`wheat_flour` is in ingredients but not found in instructions by known aliases,"пшеничная мука просеянная — 32,5 г",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,39,r039_zapechennaya_ovsyanka_s_chernikoy_limonom_i_kardamonom,"Запеченная овсянка с черникой, лимоном и кардамоном",12,blueberries,`blueberries` is in ingredients but not found in instructions by known aliases,черника свежая или замороженная — 30 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,41,r041_beygl_klab_s_lososem_yaytsom_i_krem_syrom,"Бейгл-клаб с лососем, яйцом и крем-сыром",2,cream_cheese,`cream_cheese` is in ingredients but not found in instructions by known aliases,"крем-сыр — 25 г (примерно 1-1,5 ст. л.)",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,41,r041_beygl_klab_s_lososem_yaytsom_i_krem_syrom,"Бейгл-клаб с лососем, яйцом и крем-сыром",5,lemon_juice,`lemon_juice` is in ingredients but not found in instructions by known aliases,"лимон — 0,25 шт. (примерно 10 мл сока)",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,43,r043_tost_s_yaytsom_indeykoy_i_ovoschami,"Тост с яйцом, индейкой или курицей и овощами",1,whole_grain_bread,`whole_grain_bread` is in ingredients but not found in instructions by known aliases,цельнозерновой хлеб — 2 ломтика / ≈80 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,43,r043_tost_s_yaytsom_indeykoy_i_ovoschami,"Тост с яйцом, индейкой или курицей и овощами",3,turkey_or_chicken_breast,`turkey_or_chicken_breast` is in ingredients but not found in instructions by known aliases,готовая индейка или куриная грудка — 80 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,45,r045_rolly_s_kopchenym_lososem_slivochnym_syrom_i_tsukini,"Роллы с копченым лососем, сливочным сыром и цукини",6,salmon,`salmon` is in ingredients but not found in instructions by known aliases,"копченый лосось — 21,2 г, нарезать полосками",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,47,r047_angliyskiy_maffin_s_yaytsom_syrom_i_sosisochnoy_kotlet,"Английский маффин с яйцом, сыром и сосисочной котлетой",6,sausage,`sausage` is in ingredients but not found in instructions by known aliases,готовая отварная сосиска для завтрака — 1 шт. (примерно 50 г),
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,48,r048_burrito_s_chorizo_yaytsom_fasolyu_i_poblano,"Буррито с чоризо, яйцом, фасолью и поблано",6,sausage,`sausage` is in ingredients but not found in instructions by known aliases,"Куриная колбаска или постный фарш — 112,5 г",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,48,r048_burrito_s_chorizo_yaytsom_fasolyu_i_poblano,"Буррито с чоризо, яйцом, фасолью и поблано",8,flour_tortilla,`flour_tortilla` is in ingredients but not found in instructions by known aliases,Большие пшеничные тортильи — 1 шт. / ≈70 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,48,r048_burrito_s_chorizo_yaytsom_fasolyu_i_poblano,"Буррито с чоризо, яйцом, фасолью и поблано",9,red_beans,`red_beans` is in ingredients but not found in instructions by known aliases,"Пережаренная фасоль — 27,5 г",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,50,r050_britanskiy_tost_s_domashney_fasolyu_v_tomatnom_souse,Британский тост с домашней фасолью в томатном соусе,8,tomato_paste,`tomato_paste` is in ingredients but not found in instructions by known aliases,томатная паста — 15 г (примерно 1 ст. л.),
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,50,r050_britanskiy_tost_s_domashney_fasolyu_v_tomatnom_souse,Британский тост с домашней фасолью в томатном соусе,12,red_beans,`red_beans` is in ingredients but not found in instructions by known aliases,"белая фасоль консервированная — 0,5 банки по 425 г, слить и промыть",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,51,r051_tropicheskiy_smuzi_boul_s_mango_i_ananasom,Тропический смузи-боул с манго и ананасом,9,mint,`mint` is in ingredients but not found in instructions by known aliases,"Мята — 1,5–2 листика",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,54,r054_vanilno_mindalnaya_chia_ovsyanaya_chasha_s_chernikoy,Ванильно-миндальная чиа-овсяная чаша с черникой,8,honey,`honey` is in ingredients but not found in instructions by known aliases,"Мед — 0,5 ст. л. (10 г)",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,55,r055_malinovo_persikovyy_mango_boul_s_grecheskim_yogurtom,Малиново-персиковый манго-боул с греческим йогуртом,8,coconut_flakes,`coconut_flakes` is in ingredients but not found in instructions by known aliases,Кокосовая стружка несладкая — 1 ст. л. (5 г),
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,56,r056_puding_s_chia_v_stile_masala_chay_bananom_i_fistashkam,"Пудинг с чиа в стиле масала-чай, бананом и фисташками",9,pistachios,`pistachios` is in ingredients but not found in instructions by known aliases,"Фисташки жареные несоленые — 1 ст. л. (8 г), рубленые",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,58,r058_tropicheskaya_yogurtovaya_chasha_s_greypfrutom_i_manda,Тропическая йогуртовая чаша с грейпфрутом и мандаринами,1,orange,`orange` is in ingredients but not found in instructions by known aliases,Сок апельсиновый сок 100% без сахара — 60 мл,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,60,r060_chia_chasha_s_arahisovoy_pastoy_i_yagodnym_yagodnyy_so,Чиа-чаша с арахисовой пастой и ягодным ягодный соусом,2,orange,`orange` is in ingredients but not found in instructions by known aliases,"Апельсиновый сок — 0,33 ст. л. (5 мл)",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,61,r061_tselnozernovye_maffiny_s_bananom_yablokom_i_chernikoy,"Цельнозерновые маффины с бананом, яблоком и черникой",4,apple_sauce,`apple_sauce` is in ingredients but not found in instructions by known aliases,"яблочное пюре — 8,33 г",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,61,r061_tselnozernovye_maffiny_s_bananom_yablokom_i_chernikoy,"Цельнозерновые маффины с бананом, яблоком и черникой",6,honey,`honey` is in ingredients but not found in instructions by known aliases,"жидкий мед — 7,08 г",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,61,r061_tselnozernovye_maffiny_s_bananom_yablokom_i_chernikoy,"Цельнозерновые маффины с бананом, яблоком и черникой",8,wheat_flour,`wheat_flour` is in ingredients but not found in instructions by known aliases,"цельнозерновая мука — 16,7 г",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,62,r062_veganskie_myusli_maffiny_s_yablokom_i_pekanom,Веганские мюсли-маффины с яблоком и пеканом,3,wheat_flour,`wheat_flour` is in ingredients but not found in instructions by known aliases,"пшеничная мука — 13,3 г",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,63,r063_speltovye_maffiny_s_ezhevikoy_bananom_i_finikami,"Спельтовые маффины с ежевикой, бананом и финиками",1,wheat_flour,`wheat_flour` is in ingredients but not found in instructions by known aliases,"цельнозерновая спельтовая мука — 29,2 г",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,64,r064_zapechennaya_bananovaya_ovsyanka_s_arahisovoy_pastoy,Запеченная банановая овсянка с арахисовой пастой,1,wheat_flour,`wheat_flour` is in ingredients but not found in instructions by known aliases,овсяная мука — 60 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,64,r064_zapechennaya_bananovaya_ovsyanka_s_arahisovoy_pastoy,Запеченная банановая овсянка с арахисовой пастой,2,whey_protein,`whey_protein` is in ingredients but not found in instructions by known aliases,ванильный сывороточный протеин — 15 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,65,r065_vegetarianskaya_zapekanka_s_sosiskami_gribami_i_pertse,"Вегетарианская запеканка с сосисками, грибами и перцем",5,bell_pepper,`bell_pepper` is in ingredients but not found in instructions by known aliases,"красный сладкий перец — 0,25 шт. / около 37,5 г",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,65,r065_vegetarianskaya_zapekanka_s_sosiskami_gribami_i_pertse,"Вегетарианская запеканка с сосисками, грибами и перцем",7,milk,`milk` is in ingredients but not found in instructions by known aliases,"цельное молоко — 31,2 мл",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,65,r065_vegetarianskaya_zapekanka_s_sosiskami_gribami_i_pertse,"Вегетарианская запеканка с сосисками, грибами и перцем",9,green_onion,`green_onion` is in ingredients but not found in instructions by known aliases,"зеленый лук — 1,25 г",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,66,r066_zapechennaya_ovsyanka_s_malinoy_kokosom_i_gretskimi_or,"Запеченная овсянка с малиной, кокосом и грецкими орехами",3,coconut_flakes,`coconut_flakes` is in ingredients but not found in instructions by known aliases,кокосовая стружка — 6 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,68,r068_ovoschnaya_zapekanka_s_batatom_sparzhey_i_fetoy,"Овощная запеканка с бататом, спаржей и фетой",6,almond_milk,`almond_milk` is in ingredients but not found in instructions by known aliases,"миндальное молоко — 10,9 мл",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,68,r068_ovoschnaya_zapekanka_s_batatom_sparzhey_i_fetoy,"Овощная запеканка с бататом, спаржей и фетой",10,feta,`feta` is in ingredients but not found in instructions by known aliases,"фета — 10,5 г (примерно 2 ст. л. крошки)",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,69,r069_tselnozernovoy_bananovyy_hleb_s_medom,Цельнозерновой банановый хлеб с медом,11,wheat_flour,`wheat_flour` is in ingredients but not found in instructions by known aliases,цельнозерновая пшеничная мука — 22 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,70,r070_norvezhskie_bulochki_s_zavarnym_kremom_i_kokosom,Норвежские булочки с заварным кремом и кокосом,3,wheat_flour,`wheat_flour` is in ingredients but not found in instructions by known aliases,"пшеничная мука — 39,6 г",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,70,r070_norvezhskie_bulochki_s_zavarnym_kremom_i_kokosom,Норвежские булочки с заварным кремом и кокосом,8,egg,`egg` is in ingredients but not found in instructions by known aliases,"яйцо — 0,083 шт. / около 4,17 г",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,70,r070_norvezhskie_bulochki_s_zavarnym_kremom_i_kokosom,Норвежские булочки с заварным кремом и кокосом,13,egg_yolk,`egg_yolk` is in ingredients but not found in instructions by known aliases,"яичные желтки — 0,17 шт. / около 2,92 г",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,70,r070_norvezhskie_bulochki_s_zavarnym_kremom_i_kokosom,Норвежские булочки с заварным кремом и кокосом,14,cornstarch,`cornstarch` is in ingredients but not found in instructions by known aliases,"кукурузный крахмал — 1,33 г",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,71,r071_kurinyy_kondzhi_s_imbirem_i_zelenym_lukom,Куриный конджи с имбирем и зеленым луком,6,ginger,`ginger` is in ingredients but not found in instructions by known aliases,"свежий имбирь — 0,33–0,5 ст. л., натереть",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,72,r072_klassicheskiy_kedzheri_s_kopchenoy_pikshey_i_yaytsami,Классический кеджери с копченой пикшей и яйцами,10,smoked_white_fish,`smoked_white_fish` is in ingredients but not found in instructions by known aliases,"копченая пикша, треска или другая белая рыба горячего копчения без красителя — 50 г",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,73,r073_yaytsa_s_fasolyu_tomatami_i_tortiley,"Яйца с фасолью, томатами и тортильей",4,lime_juice,`lime_juice` is in ingredients but not found in instructions by known aliases,"сок лайма — 0,62 ст. л.",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,73,r073_yaytsa_s_fasolyu_tomatami_i_tortiley,"Яйца с фасолью, томатами и тортильей",8,red_beans,`red_beans` is in ingredients but not found in instructions by known aliases,"красная фасоль консервированная — 0,25 банка / около 106 г, промыть и обсушить",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,76,r076_bystryy_nasi_goreng_s_ovoschami_i_zharenym_yaytsom,Быстрый наси горенг с овощами и жареным яйцом,2,onion,`onion` is in ingredients but not found in instructions by known aliases,"маленькая луковица — 1 шт., тонко нарезать",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,76,r076_bystryy_nasi_goreng_s_ovoschami_i_zharenym_yaytsom,Быстрый наси горенг с овощами и жареным яйцом,5,napa_cabbage,`napa_cabbage` is in ingredients but not found in instructions by known aliases,"китайская или савойская капуста — 1/2 маленького кочана, нашинковать",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,77,r077_kokosovyy_ris_s_yaytsom_ogurtsom_i_arahisom,"Кокосовый рис с яйцом, огурцом и арахисом",2,milk,`milk` is in ingredients but not found in instructions by known aliases,кокосовое молоко — 60 мл,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,79,r079_egipetskiy_ful_medames_s_tahini_i_limonom,Египетский фул медамес с тахини и лимоном,3,onion,`onion` is in ingredients but not found in instructions by known aliases,"маленькая луковица — 0,5 шт., мелко нарезать",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,80,r080_ovoschnaya_mannaya_kasha_s_yaytsom_i_keshyu,Овощная манная каша с яйцом и кешью,1,semolina,`semolina` is in ingredients but not found in instructions by known aliases,манная крупа — 45 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,81,r081_yaytsa_s_krasnoy_fasolyu_i_avokado_na_odnoy_skovorode,Яйца с красной фасолью и авокадо на одной сковороде,2,chili_pepper,`chili_pepper` is in ingredients but not found in instructions by known aliases,"красный чили — 0,5 шт., без семян, тонко нарезать",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,81,r081_yaytsa_s_krasnoy_fasolyu_i_avokado_na_odnoy_skovorode,Яйца с красной фасолью и авокадо на одной сковороде,5,red_beans,`red_beans` is in ingredients but not found in instructions by known aliases,"красная фасоль консервированная — 0,5 банка 200 г, вместе с жидкостью",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,82,r082_tost_s_brokkoli_yaytsom_i_yogurtovym_sousom,"Тост с брокколи, яйцом и йогуртовым соусом",1,whole_grain_bread,`whole_grain_bread` is in ingredients but not found in instructions by known aliases,цельнозерновой хлеб — 1–2 ломтика / ≈70 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,82,r082_tost_s_brokkoli_yaytsom_i_yogurtovym_sousom,"Тост с брокколи, яйцом и йогуртовым соусом",5,lemon_juice,`lemon_juice` is in ingredients but not found in instructions by known aliases,лимонный сок — 5 мл,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,84,r084_kesadilya_na_zavtrak_s_yaytsami_fasolyu_i_chedderom,"Кесадилья на завтрак с яйцами, фасолью и чеддером",4,red_beans,`red_beans` is in ingredients but not found in instructions by known aliases,"вареная фасоль пинто или красная фасоль — 60 г, промыть и обсушить",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,85,r085_boul_s_batatom_shiitake_keylom_i_yaytsom,"Боул с бататом, шиитаке, кейлом и яйцом",5,red_cabbage,`red_cabbage` is in ingredients but not found in instructions by known aliases,"краснокочанная капуста — 35 г, тонко нашинковать",
